# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  petml/data/unsupervised/petase_hmm.txt
# target sequence database:        petml/data/tmp/sequences.fasta
# output directed to file:         ./petml_output/petase_hmmout/output.txt
# MSA of all hits saved to file:   ./petml_output/petase_hmmout/aln.sto
# per-seq hits tabular output:     ./petml_output/petase_hmmout/tab_output.txt
# show alignments in output:       no
# sequence reporting threshold:    score >= 0
# domain reporting threshold:      score >= 0
# sequence inclusion threshold:    score >= 0
# domain inclusion threshold:      score >= 0
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       current_petases_msa  [M=332]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence Description
   1 !  372.8   3.9  5.4e-113  5.4e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq467  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.7   4.2  5.6e-113  5.6e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq77  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.7   4.1  5.7e-113  5.7e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq409  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.7   4.0  5.7e-113  5.7e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq256  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.7   4.4  5.9e-113  5.9e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq33  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.7   4.0    6e-113    6e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq476  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.6   5.0  6.1e-113  6.1e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq329  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.6   4.3  6.1e-113  6.1e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq202  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.6   3.8  6.1e-113  6.1e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq436  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.6   4.5  6.3e-113  6.3e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq363  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.6   4.1  6.3e-113  6.3e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq19  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.6   4.0  6.3e-113  6.3e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq316  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.5   4.1  6.7e-113  6.7e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq37  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.4   4.3  7.1e-113  7.1e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq443  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.4   4.2  7.1e-113  7.1e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq461  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.4   4.2  7.1e-113  7.1e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq384  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.4   3.9  7.1e-113  7.1e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq13  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.4   4.4  7.1e-113  7.1e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq207  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.4   4.6  7.2e-113  7.2e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq105  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.3   4.3  7.7e-113  7.7e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq178  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.3   4.3  7.7e-113  7.7e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq233  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.3   4.2  7.8e-113  7.8e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq21  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.3   4.2  7.8e-113  7.8e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq429  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.3   4.1  7.8e-113  7.8e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq418  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.2   4.7    8e-113    8e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq318  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.2   4.5    8e-113    8e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq198  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.2   4.0  8.3e-113  8.3e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq278  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.1   4.3  8.5e-113  8.5e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq125  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.1   4.0  8.6e-113  8.6e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq413  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.1   4.4  8.7e-113  8.7e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq75  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.1   4.8    9e-113    9e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq361  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.1   4.4    9e-113    9e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq302  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.1   4.5    9e-113    9e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq450  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.1   4.4    9e-113    9e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq478  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  372.0   4.0  9.1e-113  9.1e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq2  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.9   3.9  9.7e-113  9.7e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq66  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.9   4.2  9.8e-113  9.8e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq456  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.9   3.8  9.8e-113  9.8e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq281  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.9   4.7    1e-112    1e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq481  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.9   4.4    1e-112    1e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq389  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.8   3.9  1.1e-112  1.1e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq307  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.8   3.9  1.1e-112  1.1e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq282  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.7   4.2  1.1e-112  1.1e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq200  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.7   4.1  1.1e-112  1.1e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq370  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.7   4.7  1.2e-112  1.2e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq117  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.6   3.9  1.2e-112  1.2e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq95  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.6   3.8  1.2e-112  1.2e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq348  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.5   3.9  1.3e-112  1.3e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq201  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.5   4.2  1.3e-112  1.3e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq152  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.4   0.0  1.4e-112  1.4e-112      13     302 ..      12     303 ..       3     304 .] 0.95

>> Seq61  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.4   3.8  1.4e-112  1.4e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq175  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.4   4.2  1.4e-112  1.4e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq177  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.4   3.9  1.4e-112  1.4e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq31  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.4   3.8  1.5e-112  1.5e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq153  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.3   4.0  1.5e-112  1.5e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq104  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.3   4.4  1.5e-112  1.5e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq290  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.1   4.0  1.8e-112  1.8e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq262  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.1   4.0  1.8e-112  1.8e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq8  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.1   3.9  1.8e-112  1.8e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq469  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.1   4.3  1.8e-112  1.8e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq215  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.1   4.3  1.8e-112  1.8e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq268  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.0   4.1  1.9e-112  1.9e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq87  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.0   3.8  1.9e-112  1.9e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq218  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  371.0   4.9  1.9e-112  1.9e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq466  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.9   3.9    2e-112    2e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq181  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.9   3.9    2e-112    2e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq254  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.8   4.8  2.2e-112  2.2e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq45  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.8   3.9  2.2e-112  2.2e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq58  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.7   4.4  2.4e-112  2.4e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq277  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.7   4.9  2.4e-112  2.4e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq486  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.6   3.9  2.5e-112  2.5e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq448  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.5   4.2  2.7e-112  2.7e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq431  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.4   3.9  2.8e-112  2.8e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq50  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.4   3.8  2.8e-112  2.8e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq440  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.4   4.4  2.9e-112  2.9e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq156  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.4   4.9  2.9e-112  2.9e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq79  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.4   4.8  2.9e-112  2.9e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq143  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.2   3.9  3.3e-112  3.3e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq115  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.2   4.0  3.4e-112  3.4e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq352  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.1   4.5  3.6e-112  3.6e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq462  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.1   4.1  3.6e-112  3.6e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq30  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.1   4.1  3.7e-112  3.7e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq484  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.1   4.1  3.7e-112  3.7e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq275  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  370.0   3.9  3.8e-112  3.8e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq154  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  369.9   4.2    4e-112    4e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq274  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  369.9   3.9  4.1e-112  4.1e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq327  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  369.9   4.4  4.2e-112  4.2e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq23  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  369.8   4.4  4.3e-112  4.3e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq91  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  369.8   3.8  4.4e-112  4.4e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq492  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  369.8   3.9  4.4e-112  4.4e-112      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq225  
